CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,RemovalDate,BirthDate,BoughtDate,ToCullDate,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,CowNumber,PWRel,ExpCalfPW,ExpCalfPWRel
11,Sep-99,6740981,ABCD-88-6,,,17/02/92,24/03/88,,,2,0,,,BLUE - 6,F     ,82266,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,15,,,
12,Sep-99,7304640,ABCD-89-2,,,17/02/92,3/03/89,,,1,0,,,,F12   ,83256,ABCD-85-68,,,,,,CULLED,FTC,,,,COW,,,,,,17,,,
13,Sep-99,7264551,ABCD-87-7,,,17/02/92,29/03/87,,,3,0,,,ORANGE - 7,F     ,81221,260564,,,,,,CULLED,FTC,,,,COW,,,,,,18,,,
14,Sep-99,6001187,ABCD-85-40,,,25/02/92,29/01/85,,17/02/92,5,0,,,GREEN - 40,F8    ,,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,22,,,
15,Sep-99,2447589,9/9999/82/8243,,,25/02/92,17/03/82,,,7,0,,,BLUE - 43,F     ,76245,,,,,,,CULLED,FTC,,,,COW,,,,,,24,,,
16,Sep-99,5522419,ABCD-86-45,,,15/03/92,22/08/86,,,4,0,,,YELLOW - 45,F     ,81252,9/9999/DAISY,,,,,,DIED,MLKFEV,BLOATREM,,,COW,,,,,,34,,,
17,Sep-99,1851509,9/9999/79/7926,,,25/02/92,13/04/79,,,7,0,,,PURPLE - 26,F8 X8 ,73245,,,,,,,CULLED,FTC,,,,COW,,,,,,42,,,
18,Sep-99,2447615,9/9999/82/8292,,,17/02/92,12/08/82,,,6,0,,,PURPLE - 92,F     ,76219,,,,,,,CULLED,FTC,,,,COW,,,,,,49,,,
19,Sep-99,7264563,ABCD-87-26,,,25/02/92,4/05/87,,,3,0,,,ORANGE - 26,F8    ,,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,52,,,
20,Sep-99,2950193,9/9999/84/8447,,,17/02/92,14/04/84,,,6,0,,,WHITE - 147,F     ,77228,234040,,,,,,CULLED,FTC,,,,COW,,,,,,59,,,
21,Sep-99,2447556,9/9999/82/828,,,26/06/92,13/08/82,,,8,0,,,ORANGE - 23,F     ,81221,9/9999/DAISY,,,,,,DIED,UNKNWN,,,,COW,,,,,,93,,,
22,Sep-99,7264579,ABCD-87-108,,,25/02/92,1/04/87,,,3,0,,,ORANGE - 108,F8    ,,,,,,,,CULLED,FTC,,,,COW,,,,,,96,,,
23,Sep-99,9016589,,,,17/02/92,1/03/87,,,1,0,,,BLUE - 9,F     ,80224,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,103,,,
24,Sep-99,8235784,ABCD-89-37,,,25/02/92,1/08/89,,,1,0,,,,X8    ,,,,,,,,CULLED,FTC,,,,COW,,,,,,104,,,
25,Sep-99,2695956,9/9999/83/8340,,,17/02/92,9/03/83,,,6,0,,,PURPLE - 40,J12F4 ,74436,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,112,,,
26,Sep-99,4799488,9/9999/84/842,,,17/02/92,20/07/84,,,5,0,,,GREEN - 2,F     ,,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,113,,,
27,Sep-99,7304614,ABCD-89-3,,,17/02/92,5/03/89,,,1,0,,,,F     ,83274,293325,,,,,,CULLED,FTC,,,,COW,,,,,,114,,,
28,Sep-99,2695936,9/9999/83/8320,,,17/02/92,21/09/83,,,6,0,,,WHITE - 20,F8    ,,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,128,,,
29,Sep-99,4799464,ABCD-85-7,,,10/03/92,11/08/85,,,5,0,,,RED - 7,F     ,78274,287280,,,,,,DIED,MLKFEV,,,,COW,,,,,,131,,,
30,Sep-99,7264594,ABCD-87-118,,,17/02/92,1/04/87,,,3,0,,,ORANGE - 118,F8    ,,,,,,,,CULLED,FTC,,,,COW,,,,,,135,,,
31,Sep-99,9016590,,,,17/02/92,,,,1,0,,,ORANGE - 21,F     ,80241,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,145,,,
32,Sep-99,,,,,17/02/92,,,,2,1,,,,,,,,,,,,CULLED,,,,,COW,,,,,,155,,,
33,Sep-99,2950160,9/9999/84/8411,,,25/02/92,8/08/84,,,5,0,,,GREEN - 11,F     ,77209,,,,,,,CULLED,FTC,,,,COW,,,,,,167,,,
34,Sep-99,4799533,ABCD-85-25,,,17/02/92,28/08/85,,,4,0,,,RED - 25,F8    ,,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,178,,,
35,Sep-99,4799553,ABCD-85-66,,,17/02/92,22/09/85,,,4,0,,,RED - 66,F8    ,,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,235,,,
36,Sep-99,5954354,ABCD-85-68,,,25/02/92,1/08/85,,,4,0,,,RED - 68,F8    ,,,,,,,,CULLED,FTC,,,,COW,,,,,,241,,,
37,Sep-99,9016591,ABCD-87-,,,17/02/92,1/03/87,,,1,0,,,PURPLE - 26,F8 X8 ,73245,,,,,,,CULLED,,,,,COW,,,,,,248,,,
38,Sep-99,5523739,ABCD-86-20,,,17/02/92,22/04/86,,,4,0,,,YELLOW - 20,F     ,77200,243292,,,,,,CULLED,,,,,COW,,,,,,265,,,
39,Sep-99,2957891,5/6585/84/845,,,17/05/92,13/07/84,,,6,0,,,YELLOW - 45,F     ,81252,9/9999/DAISY,,,,,,DIED,OTHERC,,,,COW,,,,,,281,,,
40,Sep-99,5166662,9/9999/82/82132,,,17/02/92,22/03/82,,,7,0,,,BLUE 32,F     ,,,,,,,,CULLED,,,,,COW,,,,,,289,,,
41,Sep-99,5523730,ABCD-86-29,,,15/04/92,10/05/86,,,5,0,,,BLUE - 8,F     ,82252,9/9999/DAISY,,,,,,DIED,INJURY,,,,COW,,,,,,298,,,
42,Sep-99,8148003,ABCD-90-1,,,22/03/92,25/02/90,,,,0,,,,F     ,83202,8816,,,,,,CULLED,FTC,,,,HEIFER,,,,,,901,,,
43,Sep-99,8147992,ABCD-90-13,,,17/02/92,9/03/90,,,1,0,,,ORANGE - 22,F8    ,,,,,,,,SOLD,,,,,COW,,,,,,9013,,,
44,Sep-99,8148027,ABCD-90-36,,,17/02/92,16/03/90,,,1,0,,,BLUE - 11,F     ,82282,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,9036,,,
45,Sep-99,9016588,,,,17/02/92,,,,1,0,,,ORANGE - 18,F     ,81221,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,8,,,
46,Sep-99,,,,,18/07/92,3/04/92,,,,0,,,PURPLE - 92,F     ,76219,,,,DRY,,,DIED,BLOATREM,,,,CALF,,,,,,9265,,,
47,Sep-99,,ABCD-92-66,,,2/07/92,3/04/92,,,,0,,,BLUE - 12,F     ,82252,9/9999/DAISY,,,DRY,,,DIED,BLOATREM,,,,CALF,,,,,,9266,,,
48,Sep-99,8961301,ABCD-91-6,,,12/05/93,4/03/91,,,,0,,,,F     ,84264,ABCD-88-9,6740999,,DRY,,,SOLD,,,,,HEIFER,,,,,,916,,,
49,Sep-99,9757324,ABCD-92-4,,,23/07/92,19/03/92,,,,0,,,,F     ,85264,ABCD-90-22,,,DRY,,,DIED,,,,,HEIFER,,,,,,924,,,
50,Sep-99,9757338,ABCD-92-7,,,23/07/92,4/03/92,,,,0,,,,F     ,86279,9/9999/DAISY,,,DRY,,,DIED,,,,,HEIFER,,,,,,927,,,
51,Sep-99,8999093,ABCD-91-58,,,12/05/93,31/03/91,,,,0,,,,F     ,83283,ABCD-86-17,5523723,,DRY,,,SOLD,,,,,HEIFER,,,,,,9158,,,
52,Sep-99,9757335,ABCD-92-10,,,23/07/92,6/03/92,,,,0,,,,F     ,84264,9/9999/DAISY,,,DRY,,,DIED,,,,,HEIFER,,,,,,9210,,,
53,Sep-99,9757314,ABCD-92-11,,,23/07/92,5/03/92,,,,0,,,,F     ,85264,ABCD-90-5,,,DRY,,,DIED,,,,,HEIFER,,,,,,9211,,,
54,Sep-99,9757344,ABCD-92-17,,,23/07/92,6/03/92,,,,0,,,,F     ,86202,ABCD-90-59,,,DRY,,,DIED,,,,,HEIFER,,,,,,9217,,,
55,Sep-99,9757287,ABCD-92-21,,,23/07/92,8/03/92,,,,0,,,,F12   ,83283,ABCD-87-22,,,DRY,,,DIED,,,,,HEIFER,,,,,,9221,,,
56,Sep-99,9757294,ABCD-92-27,,,23/07/92,11/03/92,,,,0,,,,F     ,83283,ABCD-85-49,,,DRY,,,DIED,,,,,HEIFER,,,,,,9227,,,
57,Sep-99,9757295,ABCD-92-34,,,23/07/92,16/03/92,,,,0,,,,F12   ,85268,ABCD-87-91,,,DRY,,,DIED,,,,,HEIFER,,,,,,9234,,,
58,Sep-99,9757309,ABCD-92-39,,,23/07/92,17/03/92,,,,0,,,,F     ,85273,ABCD-85-1,,,DRY,,,DIED,,,,,HEIFER,,,,,,9239,,,
59,Sep-99,9757312,ABCD-92-49,,,23/07/92,23/03/92,,,,0,,,,F     ,83283,ABCD-89-22,,,DRY,,,DIED,,,,,HEIFER,,,,,,9249,,,
60,Sep-99,9757328,ABCD-92-64,,,23/07/92,2/04/92,,,,0,,,,F6    ,,ABCD-90-38,,,DRY,,,DIED,,,,,HEIFER,,,,,,9264,,,
61,Sep-99,9757341,ABCD-92-67,,,23/07/92,5/04/92,,,,0,,,,F12   ,83283,ABCD84/8437,,,DRY,,,DIED,,,,,HEIFER,,,,,,9267,,,
62,Sep-99,9757296,ABCD-92-68,,,23/07/92,6/04/92,,,,0,,,,F12   ,85203,9/9999/DAISY,,,DRY,,,DIED,,,,,HEIFER,,,,,,9268,,,
63,Sep-99,9757320,ABCD-92-71,,,23/07/92,14/04/92,,,,0,,,,F     ,85203,ABCD-89-13,,,DRY,,,DIED,,,,,HEIFER,,,,,,9271,,,
64,Sep-99,9757307,ABCD-92-72,,,23/07/92,10/04/92,,,,0,,,,F     ,85273,ABCD-89-40,,,DRY,,,DIED,,,,,HEIFER,,,,,,9272,,,
65,Sep-99,7264545,ABCD-87-1,,,21/06/93,14/03/87,,,5,0,,,ORANGE - 1,F     ,80241,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,1,,,
66,Sep-99,5523721,ABCD-86-3,,,15/03/93,31/03/86,,,5,0,,,YELLOW - 3,F     ,77209,9/9999/DAISY,,,,,,SOLD,DAIRY,,,,COW,,,,,,3,,,
67,Sep-99,2950184,9/9999/84/8438,,,21/06/93,29/03/84,,,7,0,,,WHITE - 38,F     ,77200,200523,,,,,,SOLD,,,,,COW,,,,,,9,,,
68,Sep-99,7264548,ABCD-87-4,,,15/03/93,24/03/87,,,4,0,,,ORANGE - 4,F     ,81246,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,14,,,
69,Sep-99,7264553,ABCD-87-10,,,15/03/93,1/04/87,,,4,0,,,ORANGE - 10,F     ,80266,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,25,,,
70,Sep-99,5522382,ABCD-86-40,,,21/06/93,11/08/86,,,5,0,,,YELLOW - 40,F     ,80241,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,26,,,
71,Sep-99,7264564,ABCD-87-22,,,21/06/93,1/04/87,,,5,0,,,ORANGE - 22,F8    ,,,,,,,,SOLD,,,,,COW,,,,,,43,,,
72,Sep-99,6740990,ABCD-88-11,,,15/03/93,29/03/88,,,3,0,,,BLUE - 11,F     ,82282,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,44,,,
73,Sep-99,6334797,ABCD-87-23,,,15/03/93,6/05/87,,,4,0,,,ORANGE - 23,F     ,81221,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,45,,,
74,Sep-99,6740975,ABCD-88-12,,,21/06/93,29/03/88,,,4,0,,,BLUE - 12,F     ,82252,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,47,,,
75,Sep-99,4799555,ABCD-85-49,,,24/11/92,8/04/85,,,6,0,,,GREEN - 49,F     ,79224,9/9999/DAISY,,,,,,CULLED,ECZEMA,,,,COW,,,,,,61,,,
76,Sep-99,8185864,ABCD-90-66,,,31/01/93,16/04/90,,,1,0,,,,F     ,83283,ABCD-86-40,,,,,,DIED,UNKNWN,ABORT,,,COW,,,,,,62,,,
77,Sep-99,7264567,ABCD-87-87,,,9/03/93,1/04/87,,,4,0,,,ORANGE - 87,F8    ,,,,,,,,CULLED,FTC,,,,COW,,,,,,67,,,
78,Sep-99,2950197,9/9999/84/8451,,,15/03/93,21/04/84,,,7,0,,,WHITE - 51,F     ,76226,287275,,,,,,SOLD,,,,,COW,,,,,,75,,,
79,Sep-99,5761361,ABCD-85-58,,,15/03/93,27/04/85,,,6,0,,,GREEN - 58,F     ,77209,287276,,,,,,SOLD,,,,,COW,,,,,,89,,,
80,Sep-99,7264576,ABCD-87-105,,,9/03/93,1/04/87,,,4,0,,,ORANGE - 105,F8    ,,,,,,,,CULLED,FTC,,,,COW,,,,,,92,,,
81,Sep-99,2219616,9/9999/81/8147,,,21/06/93,11/04/81,,,9,0,,,WHITE - 47,F     ,,246711,,,,,,SOLD,,,,,COW,,,,,,116,,,
82,Sep-99,4799702,ABCD-85-4,,,9/03/93,5/08/85,,,5,0,,,RED - 4,F     ,76264,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,121,,,
83,Sep-99,6740978,ABCD-88-24,,,21/06/93,27/04/88,,,4,0,,,BLUE - 24,F8    ,,ABCD-85-57,,,,,,SOLD,,,,,COW,,,,,,127,,,
84,Sep-99,5290475,9/9999/84/8489,,,9/03/93,1/08/84,,,6,0,,,GREEN - 89,F     ,,,,,,,,CULLED,FTC,,,,COW,,,,,,130,,,
85,Sep-99,2695950,9/9999/83/8334,,,15/03/93,8/04/83,,,7,0,,,WHITE - 34,F     ,,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,132,,,
86,Sep-99,2950154,9/9999/84/845,,,26/03/93,25/07/84,,,6,0,,,GREEN - 5,F     ,,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,147,,,
87,Sep-99,7304634,ABCD-89-9,,,9/03/93,7/03/89,,30/06/92,1,0,,,,F12   ,83274,ABCD-85-69,,,,,,CULLED,,,,,COW,,,,,,151,,,
88,Sep-99,7304641,ABCD-89-25,,,15/03/93,17/03/89,,,2,0,,,,F     ,83274,ABCD-86-8,,,,,,SOLD,,,,,COW,,,,,,153,,,
89,Sep-99,4799655,ABCD-85-17,,,21/06/93,20/08/85,,,6,0,,,RED - 17,F8    ,80241,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,160,,,
90,Sep-99,8166484,ABCD-90-49,,,15/03/93,25/03/90,,,1,0,,,,F12   ,84284,ABCD-85-66,,,,,,SOLD,,,,,COW,,,,,,166,,,
91,Sep-99,2447560,9/9999/82/8211,,,26/03/93,16/08/82,,,7,0,,,PURPLE - 11,F     ,76219,,,,,,,SOLD,,,,,COW,,,,,,179,,,
92,Sep-99,8147998,ABCD-90-24,,,15/03/93,12/03/90,,,1,0,,,,F     ,84284,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,192,,,
93,Sep-99,2695944,9/9999/83/8328,,,15/03/93,1/10/83,,,7,0,,,WHITE - 28,F     ,,246723,,,,,,SOLD,,,,,COW,,,,,,208,,,
94,Sep-99,5341363,9/9999/84/8421,,,21/06/93,15/08/84,,,7,0,,,GREEN - 21,F     ,77200,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,217,,,
95,Sep-99,2695947,9/9999/83/8331,,,15/03/93,1/10/83,,,7,0,,,WHITE - 31,F8    ,,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,222,,,
96,Sep-99,2219602,9/9999/81/8132,,,21/06/93,17/03/81,,,9,0,,,WHITE - 32,F     ,74230,234036,,,,,,SOLD,,,,,COW,,,,,,240,,,
97,Sep-99,5523735,ABCD-86-18,,,15/03/93,14/04/86,,,5,0,,,YELLOW - 18,F     ,80243,269908,,,,,,SOLD,,,,,COW,,,,,,258,,,
98,Sep-99,2957906,5/6585/84/8421,,,21/06/93,23/07/84,,,7,0,,,GREEN - 74,F4 J2 ,608746,ABCD82/8242,,,,,,SOLD,,,,,COW,,,,,,263,,,
99,Sep-99,2957907,5/6585/84/8422,,,15/03/93,23/07/84,,,6,0,,,GREEN - 22,F8    ,608746,ABCD82/8212,,,,,,SOLD,,,,,COW,,,,,,276,,,
100,Sep-99,2957900,5/6585/84/8414,,,26/03/93,18/07/84,,,6,0,,,GREEN - 14,F8    ,608746,ABCD82/822,,,,,,SOLD,,,,,COW,,,,,,279,,,
101,Sep-99,7304645,ABCD-89-31,,,28/02/94,22/03/89,,,3,0,,,,F     ,81221,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,16,,,
102,Sep-99,2695937,9/9999/83/8321,,,17/05/93,21/09/83,,,8,0,,,WHITE - 21,F     ,76264,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,30,,,
103,Sep-99,7264561,ABCD-87-21,,,28/02/94,3/05/87,,,5,0,,,ORANGE - 21,F     ,80241,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,41,,,
104,Sep-99,2447616,9/9999/82/8293,,,22/07/93,27/07/82,,,8,0,,,PURPLE - 93,F     ,76219,,,,,,,CULLED,,,,,COW,,,,,,53,,,
105,Sep-99,6740985,ABCD-88-14,,,28/02/94,1/04/88,,,4,0,,,BLUE - 14,F     ,80224,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,57,,,
106,Sep-99,6000622,9/9999/82/8282,,,17/05/93,1/08/82,,,6,0,,,PURPLE - 82,F8    ,,,,,,,,CULLED,,,,,COW,,,,,,60,,,
107,Sep-99,7264568,ABCD-87-88,,,28/02/94,1/04/87,,,5,0,,,ORANGE - 88,F8    ,,,,,,,,CULLED,FTC,,,,COW,,,,,,68,,,
108,Sep-99,7304657,ABCD-89-5,,,28/02/94,6/03/89,,,3,0,,,,F     ,83274,ABCD-86-16,,,,,,CULLED,FTC,,,,COW,,,,,,69,,,
109,Sep-99,2028282,9/9999/80/8052,,,28/02/94,22/08/80,,,8,0,,,ORANGE - 52,F     ,,,,,,,,CULLED,FTC,,,,COW,,,,,,90,,,
110,Sep-99,8148007,ABCD-90-3,,,28/02/94,4/03/90,,,2,0,,,,A4 F4 ,,ABCD-85-62,,,,,,CULLED,FTC,,,,COW,,,,,,93,,,
111,Sep-99,6740984,ABCD-88-21,,,28/02/94,22/04/88,,,5,0,,,BLUE - 21,F     ,80241,9/9999/DAISY,,,,,,DIED,UNKNWN,,,,COW,,,,,,95,,,
112,Sep-99,8148010,ABCD-90-12,,,28/02/94,9/03/90,,,2,0,,,,F     ,83283,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,97,,,
113,Sep-99,7264585,ABCD-87-113,,,17/05/93,1/04/87,,,5,0,,,ORANGE - 113,F8    ,,,,,,,,CULLED,,,,,COW,,,,,,105,,,
114,Sep-99,7264586,ABCD-87-114,,,28/02/94,1/04/87,,,6,0,,,ORANGE - 114,F8    ,,,,,,,,DIED,MLKFEV,,,,COW,,,,,,106,,,
115,Sep-99,4799664,ABCD-85-1,,,28/02/94,4/08/85,,,6,0,,,RED - 1,F     ,77209,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,107,,,
116,Sep-99,4799538,ABCD-85-62,,,28/02/94,8/05/85,,,7,0,,,GREEN - 62,A8 F8 ,62,220052,,,,,,CULLED,FTC,,,,COW,,,,,,110,,,
117,Sep-99,8148024,ABCD-90-40,,,28/02/94,18/03/90,,,2,0,,,,F10J2 ,83283,ABCD84/8475,,,,,,CULLED,FTC,,,,COW,,,,,,119,,,
118,Sep-99,8148029,ABCD-90-20,,,17/05/93,11/03/90,,,2,0,,,,F     ,83283,ABCD-86-22,,,,,,CULLED,,,,,COW,,,,,,124,,,
119,Sep-99,4799530,ABCD-85-6,,,28/02/94,8/08/85,,,6,0,,,RED - 6,F     ,80268,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,126,,,
120,Sep-99,2695965,9/9999/83/8350,,,28/02/94,22/03/83,,,9,0,,,PURPLE - 50,F     ,77200,243296,,,,,,CULLED,LAMEREM,,,,COW,,,,,,137,,,
121,Sep-99,4799692,ABCD-85-13,,,22/07/93,17/08/85,,,6,0,,,RED - 13,F     ,76226,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,146,,,
122,Sep-99,7304630,ABCD-89-7,,,28/02/94,6/03/89,,,3,0,,,,F     ,83209,9/9999/DAISY,,,,,,CULLED,ABORT,FTC,,,COW,,,,,,150,,,
123,Sep-99,7304605,ABCD-89-4,,,28/02/94,6/03/89,,,3,0,,,,F     ,83283,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,156,,,
124,Sep-99,2447553,9/9999/82/825,,,28/02/94,9/08/82,,,8,0,,,PURPLE - 5,F     ,77228,,,,,,,CULLED,FTC,,,,COW,,,,,,163,,,
125,Sep-99,8148025,ABCD-90-22,,,17/05/93,11/03/90,,,2,0,,,,F12   ,84284,ABCD84/8414,,,,,,CULLED,,,,,COW,,,,,,176,,,
126,Sep-99,8148023,ABCD-90-30,,,28/02/94,13/03/90,,,2,0,,,,F     ,84284,ABCD-86-18,,,,,,DIED,UNKNWN,,,,COW,,,,,,180,,,
127,Sep-99,4799569,ABCD-85-32,,,28/02/94,1/09/85,,,6,0,,,RED - 32,F     ,76264,208302,,,,,,CULLED,FTC,,,,COW,,,,,,188,,,
128,Sep-99,1544946,9/9999/77/77111,,,28/02/94,22/08/77,,,8,0,,,WHITE - 111,F     ,,,,,,,,CULLED,FTC,,,,COW,,,,,,203,,,
129,Sep-99,8148013,ABCD-90-17,,,28/02/94,11/03/90,,,2,0,,,,F     ,84223,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,215,,,
130,Sep-99,8979994,ABCD-91-46,,,28/02/94,22/03/91,,,1,0,,,,F     ,84264,9/9999/DAISY,2950206,,DRY,,,CULLED,FTC,,,,COW,,,,,,218,,,
131,Sep-99,8999090,ABCD-91-66,,,28/02/94,19/04/91,,,1,0,,,,F12   ,85273,9/9999/DAISY,2695933,,DRY,,,CULLED,FTC,,,,COW,,,,,,220,,,
132,Sep-99,5954353,ABCD-85-64,,,28/02/94,2/09/85,,,6,0,,,RED - 64,F     ,78249,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,225,,,
133,Sep-99,8979995,ABCD-91-62,,,28/02/94,7/04/91,,,1,0,,,,F     ,83283,ABCD-85-6,4799530,,DRY,,,CULLED,FTC,,,,COW,,,,,,235,,,
134,Sep-99,4799612,ABCD-85-67,,,28/02/94,22/09/85,,,6,0,,,RED - 67,F8    ,,9/9999/DAISY,,,,,,CULLED,ABORT,FTC,,,COW,,,,,,236,,,
135,Sep-99,3732353,9/9999/82/829,,,28/02/94,14/08/82,,1/02/94,8,0,,,PURPLE - 9,F     ,77209,,,,,,,CULLED,MASTREM,LOWPRD,,,COW,,,,,,247,,,
136,Sep-99,5523743,ABCD-86-9,,,28/02/94,6/04/86,,,7,0,,,YELLOW - 9,F     ,80243,293324,,,,,,CULLED,FTC,,,,COW,,,,,,249,,,
137,Sep-99,5523711,ABCD-86-14,,,22/07/93,12/04/86,,,6,0,,,YELLOW - 14,F     ,77209,9/9999/DAISY,,,,,,CULLED,,,,,COW,,,,,,253,,,
138,Sep-99,8979991,ABCD-91-65,,,7/03/94,12/04/91,,,1,0,,,,F     ,83283,9/9999/DAISY,2028282,,DRY,,,CULLED,FTC,,,,COW,,,,,,269,,,
139,Sep-99,5290484,5/6585/84/8432,,,17/05/93,29/07/84,,,7,0,,,GREEN - 84,F     ,74230,ABCD80/8027,,,,,,CULLED,,,,,COW,,,,,,270,,,
140,Sep-99,2957932,5/6585/84/8447,,,6/08/93,4/08/84,,,7,0,,,GREEN - 47,F8    ,608746,ABCD82/8219,,,,,,DIED,UNKNWN,,,,COW,,,,,,282,,,
141,Sep-99,5522366,ABCD-86-22,,,28/02/94,25/04/86,,,6,0,,,YELLOW - 22,F     ,77209,9/9999/DAISY,,,,,,CULLED,FTC,,,,COW,,,,,,288,,,
142,Sep-99,8185873,ABCD-90-70,,,28/02/94,20/04/90,,,2,0,,,,F     ,84264,ABCD-86-8,,,,,,SOLD,FTC,,,,COW,,,,,,64,,,
143,Sep-99,2695933,9/9999/83/8317,,,28/02/94,4/03/83,,,8,0,,,WHITE - 17,F8    ,77209,9/9999/DAISY,,,,,,SOLD,,,,,COW,,,,,,71,,,
144,Sep-99,8166479,ABCD-90-61,,,28/02/94,10/04/90,,,2,0,,,,F     ,83256,ABCD-86-74,,,,,,SOLD,FTC,,,,COW,,,,,,72,,,
145,Sep-99,7304604,ABCD-89-39,,,16/06/94,9/04/89,,,3,0,,,,F     ,83256,9/9999/DAISY,,,,,,SOLD,FTC,,,,COW,,,,,,82,,,
146,Sep-99,7304590,ABCD-89-40,,,28/02/94,11/04/89,,,3,0,,,,F     ,83274,9/9999/DAISY,,,,,,SOLD,FTC,,,,COW,,,,,,94,,,
