CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,TechnicianID,ObservedFM,AbortionCause,CalvingEase
83,84,"04/03/07 00:00:00","NORMAL",,0,,,,,,
84,84,"03/30/06 00:00:00","NORMAL",,0,,,,,,
85,85,"03/14/07 00:00:00","NORMAL",,0,,,,,,
86,85,"03/09/06 00:00:00","NORMAL",,0,,,,,,
87,86,"04/19/07 00:00:00","NORMAL",,0,,,,,,
88,86,"03/20/06 00:00:00","INDUCE",,0,,,,,,
89,87,"03/10/06 00:00:00","NORMAL",,0,,,,,,
90,88,"05/08/07 00:00:00","NORMAL",,0,,,,,,
91,88,"02/28/06 00:00:00","NORMAL",,0,,,,,,
92,89,"04/10/08 00:00:00","NORMAL",,0,,,,,,
93,89,"03/23/07 00:00:00","NORMAL",,0,,,,,,
94,89,"04/18/06 00:00:00","INDUCE",,0,,,,,,
95,90,"03/14/07 00:00:00","NORMAL",,0,,,,,,
96,91,"03/22/07 00:00:00","NORMAL",,0,,,,,,
97,91,"03/27/06 00:00:00","NORMAL",,0,,,,,,
98,92,"05/02/07 00:00:00","NORMAL",,0,,,,,,
99,93,"04/13/07 00:00:00","NORMAL",,0,,,,,,
100,93,"03/11/06 00:00:00","NORMAL",,0,,,,,,
101,94,"04/03/08 00:00:00","NORMAL",,0,,,,,,
102,94,"04/25/07 00:00:00","NORMAL",,0,,,,,,
103,94,"03/22/06 00:00:00","NORMAL",,0,,,,,,
104,95,"03/19/07 00:00:00","NORMAL",,0,,,,,,
105,95,"03/08/06 00:00:00","NORMAL",,0,,,,,,
106,96,"04/07/08 00:00:00","INDUCE",,0,,,,,,
107,96,"04/16/07 00:00:00","NORMAL",,0,,,,,,
108,96,"04/10/06 00:00:00","NORMAL",,0,,,,,,
109,97,"03/20/07 00:00:00","NORMAL",,0,,,,,,
110,97,"03/15/06 00:00:00","NORMAL",,0,,,,,,
111,98,"04/25/08 00:00:00","NORMAL",,0,,,,,,
112,98,"03/16/07 00:00:00","NORMAL",,0,,,,,,
113,98,"04/05/06 00:00:00","NORMAL",,0,,,,,,
114,99,"02/28/07 00:00:00","NORMAL",,0,,,,,,
115,99,"03/14/06 00:00:00","NORMAL",,0,,,,,,
116,100,"03/09/07 00:00:00","NORMAL",,0,,,,,,
117,100,"03/18/06 00:00:00","NORMAL",,0,,,,,,
118,101,"03/17/08 00:00:00","NORMAL",,0,,,,,,
119,101,"03/05/07 00:00:00","NORMAL",,0,,,,,,
120,101,"03/04/06 00:00:00","NORMAL",,0,,,,,,
121,102,"04/08/08 00:00:00","INDUCE",,0,,,,,,
122,102,"04/22/07 00:00:00","NORMAL",,0,,,,,,
123,102,"03/29/06 00:00:00","NORMAL",,0,,,,,,
124,103,"05/03/08 00:00:00","NORMAL",,0,,,,,,
125,103,"03/03/07 00:00:00","NORMAL",,0,,,,,,
126,103,"05/01/06 00:00:00","NORMAL",,0,,,,,,
127,104,"04/22/08 00:00:00","NORMAL",,0,,,,,,
128,104,"05/11/07 00:00:00","NORMAL",,0,,,,,,
129,104,"04/01/06 00:00:00","NORMAL",,0,,,,,,
130,105,"05/03/08 00:00:00","NORMAL",,0,,,,,,
131,105,"05/03/07 00:00:00","NORMAL",,0,,,,,,
132,105,"04/08/06 00:00:00","NORMAL",,0,,,,,,
133,106,"03/15/08 00:00:00","NORMAL",,0,,,,,,
134,106,"03/11/07 00:00:00","NORMAL",,0,,,,,,
135,106,"03/05/06 00:00:00","NORMAL",,0,,,,,,
136,107,"04/17/08 00:00:00","NORMAL",,0,,,,,,
137,107,"05/13/07 00:00:00","NORMAL",,0,,,,,,
138,107,"04/20/06 00:00:00","NORMAL",,0,,,,,,
139,108,"05/09/08 00:00:00","NORMAL",,0,,,,,,
140,108,"04/29/07 00:00:00","NORMAL",,0,,,,,,
141,108,"04/19/06 00:00:00","NORMAL",,0,,,,,,
142,109,"05/18/08 00:00:00","NORMAL",,0,,,,,,
143,109,"05/05/07 00:00:00","NORMAL",,0,,,,,,
144,109,"04/12/06 00:00:00","NORMAL",,0,,,,,,
145,110,"04/02/08 00:00:00","NORMAL",,0,,,,,,
146,110,"09/29/06 00:00:00","NORMAL",,0,,,,,,
148,111,"03/15/08 00:00:00","NORMAL",,0,,,,,,
149,111,"04/02/07 00:00:00","INDUCE",,0,,,,,,
150,111,"03/07/06 00:00:00","NORMAL",,0,,,,,,
151,112,"03/13/08 00:00:00","NORMAL",,0,,,,,,
152,112,"03/24/07 00:00:00","NORMAL",,0,,,,,,
153,113,"03/22/08 00:00:00","NORMAL",,0,,,,,,
154,113,"03/24/07 00:00:00","NORMAL",,0,,,,,,
155,113,"03/26/06 00:00:00","NORMAL",,0,,,,,,
157,114,"03/28/08 00:00:00","NORMAL",,0,,,,,,
158,114,"03/23/07 00:00:00","NORMAL",,0,,,,,,
159,114,"04/19/06 00:00:00","NORMAL",,0,,,,,,
160,115,"03/06/08 00:00:00","NORMAL","MINOR",0,,,,,,
161,115,"03/17/07 00:00:00","NORMAL",,0,,,,,,
162,115,"03/28/06 00:00:00","INDUCE",,0,,,,,,
163,116,"05/08/08 00:00:00","NORMAL",,0,,,,,,
164,116,"03/16/07 00:00:00","NORMAL",,0,,,,,,
165,116,"03/21/06 00:00:00","INDUCE",,0,,,,,,
166,117,"03/20/08 00:00:00","NORMAL",,0,,,,,,
167,117,"03/07/07 00:00:00","NORMAL","MINOR",0,,,,,,
168,118,"04/03/08 00:00:00","NORMAL","MINOR",0,,,,,,
169,118,"04/10/07 00:00:00","NORMAL",,0,,,,,,
170,119,"03/28/08 00:00:00","NORMAL",,0,,,,,,
171,119,"04/06/07 00:00:00","NORMAL",,0,,,,,,
172,119,"04/07/06 00:00:00","NORMAL",,0,,,,,,
173,120,"05/09/08 00:00:00","NORMAL",,0,,,,,,
174,120,"04/26/07 00:00:00","NORMAL",,0,,,,,,
175,120,"03/20/06 00:00:00","INDUCE",,0,,,,,,
176,121,"04/07/08 00:00:00","NORMAL",,0,,,,,,
177,121,"03/25/07 00:00:00","INDUCE",,0,,,,,,
178,121,"04/21/06 00:00:00","NORMAL",,0,,,,,,
179,122,"04/09/08 00:00:00","NORMAL",,0,,,,,,
180,122,"04/21/07 00:00:00","NORMAL",,0,,,,,,
181,122,"03/09/06 00:00:00","NORMAL",,0,,,,,,
182,123,"03/06/08 00:00:00","NORMAL",,0,,,,,,
183,123,"03/04/07 00:00:00","NORMAL",,0,,,,,,
184,123,"03/01/06 00:00:00","NORMAL",,0,,,,,,
185,124,"04/15/08 00:00:00","INDUCE",,0,,,,,,
186,124,"04/30/07 00:00:00","NORMAL",,0,,,,,,
187,124,"03/13/06 00:00:00","NORMAL",,0,,,,,,
188,125,"04/15/08 00:00:00","NORMAL",,0,,,,,,
189,125,"03/03/07 00:00:00","NORMAL",,0,,,,,,
190,126,"03/13/08 00:00:00","NORMAL",,0,,,,,,
191,126,"03/09/07 00:00:00","NORMAL",,0,,,,,,
192,127,"03/22/08 00:00:00","NORMAL",,0,,,,,,
193,127,"03/31/07 00:00:00","NORMAL",,0,,,,,,
194,127,"03/20/06 00:00:00","INDUCE",,0,,,,,,
195,128,"03/14/08 00:00:00","NORMAL",,0,,,,,,
196,128,"04/09/07 00:00:00","NORMAL",,0,,,,,,
197,128,"03/21/06 00:00:00","NORMAL",,0,,,,,,
198,129,"03/17/08 00:00:00","NORMAL",,0,,,,,,
199,129,"10/04/06 00:00:00","NORMAL",,0,,,,,,
200,130,"03/27/08 00:00:00","NORMAL",,0,,,,,,
201,131,"04/01/08 00:00:00","NORMAL",,0,,,,,,
202,132,"03/25/08 00:00:00","NORMAL",,0,,,,,,
203,132,"04/05/07 00:00:00","NORMAL",,0,,,,,,
204,132,"03/21/06 00:00:00","NORMAL",,0,,,,,,
205,133,"03/06/08 00:00:00","NORMAL","MINOR",0,,,,,,
206,134,"03/09/08 00:00:00","NORMAL",,0,,,,,,
207,134,"03/03/07 00:00:00","NORMAL",,0,,,,,,
208,134,"03/14/06 00:00:00","NORMAL",,0,,,,,,
209,135,"05/06/08 00:00:00","NORMAL",,0,,,,,,
210,135,"03/30/07 00:00:00","NORMAL",,0,,,,,,
211,135,"03/09/06 00:00:00","NORMAL",,0,,,,,,
212,136,"05/01/08 00:00:00","NORMAL",,0,,,,,,
213,136,"03/11/07 00:00:00","NORMAL",,0,,,,,,
214,136,"04/18/06 00:00:00","INDUCE",,0,,,,,,
215,137,"04/28/08 00:00:00","NORMAL","MINOR",0,,,,,,
216,137,"03/17/07 00:00:00","NORMAL",,0,,,,,,
217,137,"03/20/06 00:00:00","NORMAL",,0,,,,,,
218,138,"03/06/08 00:00:00","NORMAL","MINOR",0,,,,,,
219,139,"03/27/08 00:00:00","NORMAL",,0,,,,,,
220,139,"03/28/07 00:00:00","NORMAL",,0,,,,,,
221,139,"03/19/06 00:00:00","NORMAL",,0,,,,,,
222,140,"04/05/08 00:00:00","NORMAL",,0,,,,,,
223,140,"04/25/07 00:00:00","NORMAL",,0,,,,,,
224,140,"04/25/06 00:00:00","NORMAL",,0,,,,,,
225,141,"04/20/08 00:00:00","NORMAL",,0,,,,,,
226,141,"03/24/07 00:00:00","NORMAL",,0,,,,,,
227,141,"05/01/06 00:00:00","NORMAL",,0,,,,,,
228,142,"03/13/08 00:00:00","NORMAL",,0,,,,,,
229,142,"04/01/07 00:00:00","NORMAL",,0,,,,,,
230,143,"03/20/08 00:00:00","NORMAL",,0,,,,,,
231,143,"04/06/07 00:00:00","NORMAL",,0,,,,,,
232,143,"04/19/06 00:00:00","NORMAL",,0,,,,,,
233,144,"02/28/08 00:00:00","NORMAL",,0,,,,,,
234,144,"03/22/07 00:00:00","NORMAL",,0,,,,,,
235,145,"03/28/08 00:00:00","NORMAL",,0,,,,,,
236,145,"03/07/07 00:00:00","NORMAL",,0,,,,,,
237,145,"03/03/06 00:00:00","NORMAL",,0,,,,,,
238,146,"03/12/08 00:00:00","NORMAL",,0,,,,,,
239,146,"04/10/07 00:00:00","NORMAL",,0,,,,,,
240,146,"03/01/06 00:00:00","NORMAL",,0,,,,,,
241,147,"05/14/08 00:00:00","NORMAL",,0,,,,,,
242,147,"03/05/07 00:00:00","NORMAL",,0,,,,,,
243,148,"04/05/08 00:00:00","NORMAL",,0,,,,,,
244,149,"04/12/08 00:00:00","NORMAL",,0,,,,,,
245,149,"04/07/07 00:00:00","NORMAL",,0,,,,,,
246,149,"04/18/06 00:00:00","NORMAL",,0,,,,,,
247,150,"05/05/08 00:00:00","NORMAL",,0,,,,,,
248,150,"04/19/07 00:00:00","NORMAL",,0,,,,,,
249,150,"03/05/06 00:00:00","NORMAL",,0,,,,,,
250,151,"03/17/08 00:00:00","NORMAL",,0,,,,,,
251,151,"03/26/07 00:00:00","INDUCE",,0,,,,,,
252,151,"03/29/06 00:00:00","NORMAL",,0,,,,,,
253,152,"03/11/08 00:00:00","NORMAL",,0,,,,,,
254,152,"03/03/07 00:00:00","NORMAL",,0,,,,,,
255,154,"03/23/08 00:00:00","NORMAL",,0,,,,,,
256,154,"03/19/07 00:00:00","NORMAL",,0,,,,,,
257,154,"03/04/06 00:00:00","NORMAL",,0,,,,,,
258,155,"04/02/08 00:00:00","NORMAL",,0,,,,,,
259,155,"04/02/07 00:00:00","NORMAL",,0,,,,,,
260,155,"03/22/06 00:00:00","NORMAL",,0,,,,,,
261,156,"04/18/08 00:00:00","NORMAL",,0,,,,,,
262,156,"03/14/07 00:00:00","NORMAL",,0,,,,,,
263,156,"03/15/06 00:00:00","NORMAL",,0,,,,,,
264,157,"03/27/08 00:00:00","NORMAL",,0,,,,,,
265,158,"04/09/08 00:00:00","NORMAL",,0,,,,,,
266,158,"04/03/07 00:00:00","NORMAL",,0,,,,,,
267,158,"04/30/06 00:00:00","NORMAL",,0,,,,,,
268,159,"03/24/08 00:00:00","NORMAL",,0,,,,,,
269,160,"03/30/08 00:00:00","NORMAL",,0,,,,,,
270,160,"03/30/07 00:00:00","NORMAL",,0,,,,,,
271,160,"03/17/06 00:00:00","NORMAL",,0,,,,,,
272,161,"04/11/08 00:00:00","NORMAL",,0,,,,,,
273,161,"03/14/07 00:00:00","NORMAL",,0,,,,,,
274,161,"03/22/06 00:00:00","NORMAL",,0,,,,,,
275,163,"03/29/08 00:00:00","NORMAL",,0,,,,,,
276,164,"03/11/08 00:00:00","NORMAL",,0,,,,,,
277,164,"03/13/07 00:00:00","NORMAL","MINOR",0,,,,,,
278,165,"03/07/07 00:00:00","NORMAL",,0,,,,,,
279,165,"03/10/06 00:00:00","NORMAL",,0,,,,,,
280,166,"02/28/09 00:00:00","ABORT","MINOR",0,,,,,,
282,167,"03/27/08 00:00:00","NORMAL",,0,,,,,,
283,167,"03/15/07 00:00:00","NORMAL",,0,,,,,,
284,167,"03/15/06 00:00:00","NORMAL",,0,,,,,,
289,169,"03/22/08 00:00:00","NORMAL",,0,,,,,,
290,169,"03/04/07 00:00:00","NORMAL",,0,,,,,,
296,171,"03/13/08 00:00:00","NORMAL",,0,,,,,,
298,172,"03/12/08 00:00:00","NORMAL",,0,,,,,,
300,173,"05/01/08 00:00:00","NORMAL",,0,,,,,,
301,173,"03/30/07 00:00:00","NORMAL",,0,,,,,,
307,175,"04/06/08 00:00:00","NORMAL",,0,,,,,,
309,176,"03/19/08 00:00:00","NORMAL",,0,,,,,,
310,176,"04/10/07 00:00:00","NORMAL",,0,,,,,,
311,176,"03/19/06 00:00:00","NORMAL",,0,,,,,,
313,177,"05/18/08 00:00:00","NORMAL",,0,,,,,,
314,177,"03/26/07 00:00:00","NORMAL",,0,,,,,,
315,177,"03/15/06 00:00:00","NORMAL",,0,,,,,,
318,178,"03/23/08 00:00:00","NORMAL",,0,,,,,,
319,178,"03/11/07 00:00:00","NORMAL",,0,,,,,,
320,178,"03/15/06 00:00:00","NORMAL",,0,,,,,,
322,179,"03/27/08 00:00:00","NORMAL",,0,,,,,,
325,180,"04/04/08 00:00:00","NORMAL",,0,,,,,,
331,183,"03/10/08 00:00:00","NORMAL",,0,,,,,,
332,183,"03/22/07 00:00:00","NORMAL",,0,,,,,,
333,183,"03/11/06 00:00:00","NORMAL",,0,,,,,,
335,184,"05/08/08 00:00:00","NORMAL",,0,,,,,,
336,184,"03/12/07 00:00:00","NORMAL",,0,,,,,,
337,184,"03/17/06 00:00:00","NORMAL",,0,,,,,,
339,185,"03/14/08 00:00:00","NORMAL",,0,,,,,,
340,185,"03/16/07 00:00:00","NORMAL",,0,,,,,,
341,185,"03/20/06 00:00:00","NORMAL",,0,,,,,,
344,186,"04/03/08 00:00:00","NORMAL",,0,,,,,,
345,186,"03/09/07 00:00:00","NORMAL",,0,,,,,,
346,186,"03/20/06 00:00:00","INDUCE",,0,,,,,,
349,187,"04/17/08 00:00:00","INDUCE",,0,,,,,,
350,187,"03/09/07 00:00:00","NORMAL",,0,,,,,,
351,187,"03/24/06 00:00:00","NORMAL",,0,,,,,,
355,188,"04/17/08 00:00:00","NORMAL",,0,,,,,,
356,188,"03/22/07 00:00:00","NORMAL",,0,,,,,,
358,189,"03/21/08 00:00:00","NORMAL",,0,,,,,,
359,189,"03/24/07 00:00:00","NORMAL",,0,,,,,,
360,189,"04/21/06 00:00:00","NORMAL",,0,,,,,,
361,190,"03/26/08 00:00:00","NORMAL",,0,,,,,,
362,190,"03/08/07 00:00:00","NORMAL",,0,,,,,,
363,190,"03/04/06 00:00:00","NORMAL",,0,,,,,,
367,191,"03/16/08 00:00:00","NORMAL",,0,,,,,,
368,191,"03/30/07 00:00:00","NORMAL",,0,,,,,,
371,192,"03/25/08 00:00:00","NORMAL",,0,,,,,,
378,195,"04/05/08 00:00:00","NORMAL",,0,,,,,,
379,195,"03/19/07 00:00:00","NORMAL",,0,,,,,,
382,196,"03/11/08 00:00:00","NORMAL",,0,,,,,,
385,197,"03/20/08 00:00:00","NORMAL",,0,,,,,,
386,197,"04/24/07 00:00:00","NORMAL",,0,,,,,,
390,199,"03/10/08 00:00:00","NORMAL",,0,,,,,,
391,199,"03/11/07 00:00:00","NORMAL",,0,,,,,,
394,200,"03/17/08 00:00:00","NORMAL",,0,,,,,,
395,200,"05/02/07 00:00:00","NORMAL",,0,,,,,,
398,201,"03/18/08 00:00:00","NORMAL",,0,,,,,,
399,201,"09/26/06 00:00:00","NORMAL",,0,,,,,,
406,204,"03/18/08 00:00:00","NORMAL",,0,,,,,,
407,204,"03/24/07 00:00:00","NORMAL",,0,,,,,,
411,206,"04/25/08 00:00:00","NORMAL",,0,,,,,,
412,206,"04/28/07 00:00:00","NORMAL",,0,,,,,,
413,206,"03/07/06 00:00:00","NORMAL",,0,,,,,,
415,207,"03/11/08 00:00:00","NORMAL",,0,,,,,,
416,207,"03/04/07 00:00:00","NORMAL",,0,,,,,,
417,207,"03/27/06 00:00:00","NORMAL",,0,,,,,,
419,208,"05/17/08 00:00:00","NORMAL",,0,,,,,,
420,208,"03/31/07 00:00:00","NORMAL",,0,,,,,,
421,208,"04/30/06 00:00:00","NORMAL",,0,,,,,,
423,209,"03/05/08 00:00:00","NORMAL",,0,,,,,,
424,209,"03/18/07 00:00:00","NORMAL",,0,,,,,,
425,209,"04/16/06 00:00:00","NORMAL",,0,,,,,,
429,210,"03/14/08 00:00:00","NORMAL",,0,,,,,,
430,210,"03/10/07 00:00:00","NORMAL",,0,,,,,,
432,211,"05/03/08 00:00:00","NORMAL",,0,,,,,,
433,211,"02/24/07 00:00:00","NORMAL",,0,,,,,,
434,211,"03/18/06 00:00:00","NORMAL",,0,,,,,,
438,212,"05/12/08 00:00:00","NORMAL",,0,,,,,,
439,212,"04/25/07 00:00:00","NORMAL",,0,,,,,,
440,212,"04/18/06 00:00:00","NORMAL",,0,,,,,,
444,213,"03/27/08 00:00:00","NORMAL",,0,,,,,,
445,213,"03/10/07 00:00:00","NORMAL",,0,,,,,,
446,213,"03/11/06 00:00:00","NORMAL",,0,,,,,,
448,214,"05/12/08 00:00:00","NORMAL",,0,,,,,,
449,214,"05/17/07 00:00:00","NORMAL",,0,,,,,,
450,214,"03/05/06 00:00:00","NORMAL",,0,,,,,,
453,215,"05/06/08 00:00:00","NORMAL",,0,,,,,,
454,215,"04/17/07 00:00:00","NORMAL",,0,,,,,,
458,216,"03/22/08 00:00:00","NORMAL",,0,,,,,,
459,216,"03/13/07 00:00:00","NORMAL",,0,,,,,,
460,216,"03/14/06 00:00:00","NORMAL",,0,,,,,,
464,217,"03/23/08 00:00:00","NORMAL",,0,,,,,,
465,217,"03/15/07 00:00:00","NORMAL",,0,,,,,,
466,217,"03/15/06 00:00:00","NORMAL",,0,,,,,,
468,218,"05/18/08 00:00:00","NORMAL",,0,,,,,,
469,218,"03/05/07 00:00:00","NORMAL",,0,,,,,,
470,218,"03/27/06 00:00:00","NORMAL",,0,,,,,,
473,220,"03/15/08 00:00:00","NORMAL",,0,,,,,,
474,220,"03/13/07 00:00:00","NORMAL",,0,,,,,,
475,220,"03/20/06 00:00:00","NORMAL",,0,,,,,,
478,221,"03/20/08 00:00:00","NORMAL",,0,,,,,,
479,221,"05/12/07 00:00:00","NORMAL",,0,,,,,,
482,222,"03/21/08 00:00:00","NORMAL",,0,,,,,,
483,222,"05/11/07 00:00:00","NORMAL",,0,,,,,,
484,222,"03/21/06 00:00:00","NORMAL",,0,,,,,,
487,223,"03/18/08 00:00:00","NORMAL",,0,,,,,,
489,224,"04/03/08 00:00:00","NORMAL",,0,,,,,,
490,224,"03/19/07 00:00:00","NORMAL",,0,,,,,,
491,224,"03/10/06 00:00:00","NORMAL",,0,,,,,,
494,225,"04/21/08 00:00:00","NORMAL",,0,,,,,,
498,226,"03/11/08 00:00:00","NORMAL",,0,,,,,,
499,226,"09/14/06 00:00:00","NORMAL",,0,,,,,,
503,227,"03/24/08 00:00:00","NORMAL",,0,,,,,,
505,228,"05/06/08 00:00:00","NORMAL",,0,,,,,,
506,228,"03/26/07 00:00:00","NORMAL",,0,,,,,,
508,229,"04/01/08 00:00:00","NORMAL",,0,,,,,,
509,229,"03/21/07 00:00:00","NORMAL",,0,,,,,,
510,229,"04/07/06 00:00:00","NORMAL",,0,,,,,,
512,230,"04/02/08 00:00:00","NORMAL",,0,,,,,,
513,230,"04/03/07 00:00:00","NORMAL",,0,,,,,,
514,230,"03/22/06 00:00:00","NORMAL",,0,,,,,,
521,233,"03/31/08 00:00:00","NORMAL",,0,,,,,,
523,234,"04/02/08 00:00:00","NORMAL",,0,,,,,,
524,234,"03/24/07 00:00:00","NORMAL",,0,,,,,,
525,234,"03/20/06 00:00:00","NORMAL",,0,,,,,,
530,236,"03/19/08 00:00:00","NORMAL",,0,,,,,,
532,237,"04/27/08 00:00:00","NORMAL",,0,,,,,,
533,237,"03/09/07 00:00:00","NORMAL",,0,,,,,,
534,237,"03/24/06 00:00:00","NORMAL",,0,,,,,,
536,238,"03/22/08 00:00:00","NORMAL",,0,,,,,,
537,238,"03/03/07 00:00:00","NORMAL",,0,,,,,,
539,239,"03/19/08 00:00:00","NORMAL",,0,,,,,,
540,239,"03/14/07 00:00:00","NORMAL",,0,,,,,,
541,239,"03/18/06 00:00:00","NORMAL",,0,,,,,,
543,240,"03/25/08 00:00:00","NORMAL",,0,,,,,,
544,240,"03/31/07 00:00:00","INDUCE",,0,,,,,,
545,240,"03/02/06 00:00:00","NORMAL",,0,,,,,,
548,241,"04/09/08 00:00:00","NORMAL",,0,,,,,,
549,241,"05/06/07 00:00:00","NORMAL",,0,,,,,,
550,241,"02/28/06 00:00:00","NORMAL",,0,,,,,,
557,244,"04/18/08 00:00:00","NORMAL",,0,,,,,,
558,244,"03/15/07 00:00:00","NORMAL",,0,,,,,,
559,244,"04/04/06 00:00:00","NORMAL",,0,,,,,,
561,245,"03/27/08 00:00:00","NORMAL",,0,,,,,,
562,245,"03/05/07 00:00:00","NORMAL",,0,,,,,,
563,245,"03/28/06 00:00:00","NORMAL",,0,,,,,,
567,247,"06/03/08 00:00:00","NORMAL",,0,,,,,,
569,248,"05/08/08 00:00:00","NORMAL",,0,,,,,,
570,248,"04/10/07 00:00:00","NORMAL",,0,,,,,,
571,248,"03/12/06 00:00:00","NORMAL",,0,,,,,,
573,249,"03/03/08 00:00:00","NORMAL",,0,,,,,,
574,249,"03/03/07 00:00:00","NORMAL",,0,,,,,,
576,250,"04/26/08 00:00:00","NORMAL",,0,,,,,,
577,250,"03/07/07 00:00:00","NORMAL",,0,,,,,,
