CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,ElectronicFreq,CowNumber,RemovalDate,BirthDate,BoughtDate,ToCullDate,ToCullReason,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,PWRel,ExpCalfPW,ExpCalfPWRel,ExpCalfBW,ExpCalfBWRel,WithholdStatus,MilkHoldDate,MeatHoldDate,DCTStatus
19,"9/9999",7264563,"ABCD-87-26",,,,"        52","02/25/07 00:00:00","05/04/02 00:00:00",,,,3,0,,,"ORANGE - 26","F8    ",,"9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
20,"9/9999",2950193,"9/9999/84/8447",,,,"        59","02/17/07 00:00:00","04/14/99 00:00:00",,,,6,0,,,"WHITE - 147","F     ","77228","234040",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
21,"9/9999",2447556,"9/9999/82/828",,,,"        93","06/26/07 00:00:00","08/13/97 00:00:00",,,,8,0,,,"ORANGE - 23","F     ","81221","9/9999/DAISY",,,,,,"DIED","UNKNWN",,,,"COW",,,,,,,,,,,,,,
22,"9/9999",7264579,"ABCD-87-108",,,,"        96","02/25/07 00:00:00","04/01/02 00:00:00",,,,3,0,,,"ORANGE - 108","F8    ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
23,"9/9999",9016589,,,,,"       103","02/17/07 00:00:00","03/01/02 00:00:00",,,,1,0,,,"BLUE - 9","F     ","80224","9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
24,"9/9999",8235784,"ABCD-89-37",,,,"       104","02/25/07 00:00:00","08/01/04 00:00:00",,,,1,0,,,,"X8    ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
25,"9/9999",2695956,"9/9999/83/8340",,,,"       112","02/17/07 00:00:00","03/09/98 00:00:00",,,,6,0,,,"PURPLE - 40","J12F4 ","74436","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
26,"9/9999",4799488,"9/9999/84/842",,,,"       113","02/17/07 00:00:00","07/20/99 00:00:00",,,,5,0,,,"GREEN - 2","F     ",,"9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
27,"9/9999",7304614,"ABCD-89-3",,,,"       114","02/17/07 00:00:00","03/05/04 00:00:00",,,,1,0,,,,"F     ","83274","293325",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
28,"9/9999",2695936,"9/9999/83/8320",,,,"       128","02/17/07 00:00:00","09/21/98 00:00:00",,,,6,0,,,"WHITE - 20","F8    ",,"9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
29,"9/9999",4799464,"ABCD-85-7",,,,"       131","03/10/07 00:00:00","08/11/00 00:00:00",,,,5,0,,,"RED - 7","F     ","78274","287280",,,,,,"DIED","MLKFEV",,,,"COW",,,,,,,,,,,,,,
30,"9/9999",7264594,"ABCD-87-118",,,,"       135","02/17/07 00:00:00","04/01/02 00:00:00",,,,3,0,,,"ORANGE - 118","F8    ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
31,"9/9999",9016590,,,,,"       145","02/17/07 00:00:00",,,,,1,0,,,"ORANGE - 21","F     ","80241","9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
32,"9/9999",,,,,,"       155","02/17/07 00:00:00",,,,,2,1,,,,,,,,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
33,"9/9999",2950160,"9/9999/84/8411",,,,"       167","02/25/07 00:00:00","08/08/99 00:00:00",,,,5,0,,,"GREEN - 11","F     ","77209",,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
34,"9/9999",4799533,"ABCD-85-25",,,,"       178","02/17/07 00:00:00","08/28/00 00:00:00",,,,4,0,,,"RED - 25","F8    ",,"9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
35,"9/9999",4799553,"ABCD-85-66",,,,"       235","02/17/07 00:00:00","09/22/00 00:00:00",,,,4,0,,,"RED - 66","F8    ",,"9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
36,"9/9999",5954354,"ABCD-85-68",,,,"       241","02/25/07 00:00:00","08/01/00 00:00:00",,,,4,0,,,"RED - 68","F8    ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
37,"9/9999",9016591,"ABCD-87-",,,,"       248","02/17/07 00:00:00","03/01/02 00:00:00",,,,1,0,,,"PURPLE - 26","F8 X8 ","73245",,,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
38,"9/9999",5523739,"ABCD-86-20",,,,"       265","02/17/07 00:00:00","04/22/01 00:00:00",,,,4,0,,,"YELLOW - 20","F     ","77200","243292",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
39,"9/9999",2957891,"5/6585/84/845",,,,"       281","05/17/07 00:00:00","07/13/99 00:00:00",,,,6,0,,,"YELLOW - 45","F     ","81252","9/9999/DAISY",,,,,,"DIED","OTHERC",,,,"COW",,,,,,,,,,,,,,
40,"9/9999",5166662,"9/9999/82/82132",,,,"       289","02/17/07 00:00:00","03/22/97 00:00:00",,,,7,0,,,"BLUE 32","F     ",,,,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
41,"9/9999",5523730,"ABCD-86-29",,,,"       298","04/15/07 00:00:00","05/10/01 00:00:00",,,,5,0,,,"BLUE - 8","F     ","82252","9/9999/DAISY",,,,,,"DIED","INJURY",,,,"COW",,,,,,,,,,,,,,
42,"9/9999",8148003,"ABCD-90-1",,,,"       901","03/22/07 00:00:00","02/25/05 00:00:00",,,,,0,,,,"F     ","83202","8816",,,,,,"CULLED","FTC",,,,"HEIFER",,,,,,,,,,,,,,
43,"9/9999",8147992,"ABCD-90-13",,,,"      9013","02/17/07 00:00:00","03/09/05 00:00:00",,,,1,0,,,"ORANGE - 22","F8    ",,,,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
44,"9/9999",8148027,"ABCD-90-36",,,,"      9036","02/17/07 00:00:00","03/16/05 00:00:00",,,,1,0,,,"BLUE - 11","F     ","82282","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
45,"9/9999",9016588,,,,,"         8","02/17/07 00:00:00",,,,,1,0,,,"ORANGE - 18","F     ","81221","9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
46,"9/9999",,,,,,"      9265","07/18/07 00:00:00","04/03/07 00:00:00",,,,,0,,,"PURPLE - 92","F     ","76219",,,,"DRY",,,"DIED","BLOATREM",,,,"CALF",,,,,,,,,,,,,,
47,"9/9999",,"ABCD-92-66",,,,"      9266","07/02/07 00:00:00","04/03/07 00:00:00",,,,,0,,,"BLUE - 12","F     ","82252","9/9999/DAISY",,,"DRY",,,"DIED","BLOATREM",,,,"CALF",,,,,,,,,,,,,,
48,"9/9999",8961301,"ABCD-91-6",,,,"       916","05/12/08 00:00:00","03/04/06 00:00:00",,,,,0,,,,"F     ","84264","ABCD-88-9",6740999,,"DRY",,,"SOLD",,,,,"HEIFER",,,,,,,,,,,,,,
49,"9/9999",9757324,"ABCD-92-4",,,,"       924","07/23/07 00:00:00","03/19/07 00:00:00",,,,,0,,,,"F     ","85264","ABCD-90-22",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
50,"9/9999",9757338,"ABCD-92-7",,,,"       927","07/23/07 00:00:00","03/04/07 00:00:00",,,,,0,,,,"F     ","86279","9/9999/DAISY",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
51,"9/9999",8999093,"ABCD-91-58",,,,"      9158","05/12/08 00:00:00","03/31/06 00:00:00",,,,,0,,,,"F     ","83283","ABCD-86-17",5523723,,"DRY",,,"SOLD",,,,,"HEIFER",,,,,,,,,,,,,,
52,"9/9999",9757335,"ABCD-92-10",,,,"      9210","07/23/07 00:00:00","03/06/07 00:00:00",,,,,0,,,,"F     ","84264","9/9999/DAISY",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
53,"9/9999",9757314,"ABCD-92-11",,,,"      9211","07/23/07 00:00:00","03/05/07 00:00:00",,,,,0,,,,"F     ","85264","ABCD-90-5",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
54,"9/9999",9757344,"ABCD-92-17",,,,"      9217","07/23/07 00:00:00","03/06/07 00:00:00",,,,,0,,,,"F     ","86202","ABCD-90-59",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
55,"9/9999",9757287,"ABCD-92-21",,,,"      9221","07/23/07 00:00:00","03/08/07 00:00:00",,,,,0,,,,"F12   ","83283","ABCD-87-22",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
56,"9/9999",9757294,"ABCD-92-27",,,,"      9227","07/23/07 00:00:00","03/11/07 00:00:00",,,,,0,,,,"F     ","83283","ABCD-85-49",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
57,"9/9999",9757295,"ABCD-92-34",,,,"      9234","07/23/07 00:00:00","03/16/07 00:00:00",,,,,0,,,,"F12   ","85268","ABCD-87-91",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
58,"9/9999",9757309,"ABCD-92-39",,,,"      9239","07/23/07 00:00:00","03/17/07 00:00:00",,,,,0,,,,"F     ","85273","ABCD-85-1",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
59,"9/9999",9757312,"ABCD-92-49",,,,"      9249","07/23/07 00:00:00","03/23/07 00:00:00",,,,,0,,,,"F     ","83283","ABCD-89-22",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
60,"9/9999",9757328,"ABCD-92-64",,,,"      9264","07/23/07 00:00:00","04/02/07 00:00:00",,,,,0,,,,"F6    ",,"ABCD-90-38",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
61,"9/9999",9757341,"ABCD-92-67",,,,"      9267","07/23/07 00:00:00","04/05/07 00:00:00",,,,,0,,,,"F12   ","83283","ABCD84/8437",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
62,"9/9999",9757296,"ABCD-92-68",,,,"      9268","07/23/07 00:00:00","04/06/07 00:00:00",,,,,0,,,,"F12   ","85203","9/9999/DAISY",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
63,"9/9999",9757320,"ABCD-92-71",,,,"      9271","07/23/07 00:00:00","04/14/07 00:00:00",,,,,0,,,,"F     ","85203","ABCD-89-13",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
64,"9/9999",9757307,"ABCD-92-72",,,,"      9272","07/23/07 00:00:00","04/10/07 00:00:00",,,,,0,,,,"F     ","85273","ABCD-89-40",,,"DRY",,,"DIED",,,,,"HEIFER",,,,,,,,,,,,,,
65,"9/9999",7264545,"ABCD-87-1",,,,"         1","06/21/08 00:00:00","03/14/02 00:00:00",,,,5,0,,,"ORANGE - 1","F     ","80241","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
66,"9/9999",5523721,"ABCD-86-3",,,,"         3","03/15/08 00:00:00","03/31/01 00:00:00",,,,5,0,,,"YELLOW - 3","F     ","77209","9/9999/DAISY",,,,,,"SOLD","DAIRY",,,,"COW",,,,,,,,,,,,,,
67,"9/9999",2950184,"9/9999/84/8438",,,,"         9","06/21/08 00:00:00","03/29/99 00:00:00",,,,7,0,,,"WHITE - 38","F     ","77200","200523",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
68,"9/9999",7264548,"ABCD-87-4",,,,"        14","03/15/08 00:00:00","03/24/02 00:00:00",,,,4,0,,,"ORANGE - 4","F     ","81246","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
69,"9/9999",7264553,"ABCD-87-10",,,,"        25","03/15/08 00:00:00","04/01/02 00:00:00",,,,4,0,,,"ORANGE - 10","F     ","80266","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
70,"9/9999",5522382,"ABCD-86-40",,,,"        26","06/21/08 00:00:00","08/11/01 00:00:00",,,,5,0,,,"YELLOW - 40","F     ","80241","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
71,"9/9999",7264564,"ABCD-87-22",,,,"        43","06/21/08 00:00:00","04/01/02 00:00:00",,,,5,0,,,"ORANGE - 22","F8    ",,,,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
72,"9/9999",6740990,"ABCD-88-11",,,,"        44","03/15/08 00:00:00","03/29/03 00:00:00",,,,3,0,,,"BLUE - 11","F     ","82282","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
73,"9/9999",6334797,"ABCD-87-23",,,,"        45","03/15/08 00:00:00","05/06/02 00:00:00",,,,4,0,,,"ORANGE - 23","F     ","81221","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
74,"9/9999",6740975,"ABCD-88-12",,,,"        47","06/21/08 00:00:00","03/29/03 00:00:00",,,,4,0,,,"BLUE - 12","F     ","82252","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
75,"9/9999",4799555,"ABCD-85-49",,,,"        61","11/24/07 00:00:00","04/08/00 00:00:00",,,,6,0,,,"GREEN - 49","F     ","79224","9/9999/DAISY",,,,,,"CULLED","ECZEMA",,,,"COW",,,,,,,,,,,,,,
76,"9/9999",8185864,"ABCD-90-66",,,,"        62","01/31/08 00:00:00","04/16/05 00:00:00",,,,1,0,,,,"F     ","83283","ABCD-86-40",,,,,,"DIED","UNKNWN","ABORT",,,"COW",,,,,,,,,,,,,,
77,"9/9999",7264567,"ABCD-87-87",,,,"        67","03/09/08 00:00:00","04/01/02 00:00:00",,,,4,0,,,"ORANGE - 87","F8    ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
78,"9/9999",2950197,"9/9999/84/8451",,,,"        75","03/15/08 00:00:00","04/21/99 00:00:00",,,,7,0,,,"WHITE - 51","F     ","76226","287275",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
79,"9/9999",5761361,"ABCD-85-58",,,,"        89","03/15/08 00:00:00","04/27/00 00:00:00",,,,6,0,,,"GREEN - 58","F     ","77209","287276",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
80,"9/9999",7264576,"ABCD-87-105",,,,"        92","03/09/08 00:00:00","04/01/02 00:00:00",,,,4,0,,,"ORANGE - 105","F8    ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
81,"9/9999",2219616,"9/9999/81/8147",,,,"       116","06/21/08 00:00:00","04/11/96 00:00:00",,,,9,0,,,"WHITE - 47","F     ",,"246711",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
82,"9/9999",4799702,"ABCD-85-4",,,,"       121","03/09/08 00:00:00","08/05/00 00:00:00",,,,5,0,,,"RED - 4","F     ","76264","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
83,"9/9999",6740978,"ABCD-88-24",,,,"       127","06/21/08 00:00:00","04/27/03 00:00:00",,,,4,0,,,"BLUE - 24","F8    ",,"ABCD-85-57",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
84,"9/9999",5290475,"9/9999/84/8489",,,,"       130","03/09/08 00:00:00","08/01/99 00:00:00",,,,6,0,,,"GREEN - 89","F     ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
85,"9/9999",2695950,"9/9999/83/8334",,,,"       132","03/15/08 00:00:00","04/08/98 00:00:00",,,,7,0,,,"WHITE - 34","F     ",,"9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
86,"9/9999",2950154,"9/9999/84/845",,,,"       147","03/26/08 00:00:00","07/25/99 00:00:00",,,,6,0,,,"GREEN - 5","F     ",,"9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
87,"9/9999",7304634,"ABCD-89-9",,,,"       151","03/09/08 00:00:00","03/07/04 00:00:00",,"06/30/07 00:00:00","UNKNWNCULL",1,0,,,,"F12   ","83274","ABCD-85-69",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
88,"9/9999",7304641,"ABCD-89-25",,,,"       153","03/15/08 00:00:00","03/17/04 00:00:00",,,,2,0,,,,"F     ","83274","ABCD-86-8",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
89,"9/9999",4799655,"ABCD-85-17",,,,"       160","06/21/08 00:00:00","08/20/00 00:00:00",,,,6,0,,,"RED - 17","F8    ","80241","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
90,"9/9999",8166484,"ABCD-90-49",,,,"       166","03/15/08 00:00:00","03/25/05 00:00:00",,,,1,0,,,,"F12   ","84284","ABCD-85-66",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
91,"9/9999",2447560,"9/9999/82/8211",,,,"       179","03/26/08 00:00:00","08/16/97 00:00:00",,,,7,0,,,"PURPLE - 11","F     ","76219",,,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
92,"9/9999",8147998,"ABCD-90-24",,,,"       192","03/15/08 00:00:00","03/12/05 00:00:00",,,,1,0,,,,"F     ","84284","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
93,"9/9999",2695944,"9/9999/83/8328",,,,"       208","03/15/08 00:00:00","10/01/98 00:00:00",,,,7,0,,,"WHITE - 28","F     ",,"246723",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
94,"9/9999",5341363,"9/9999/84/8421",,,,"       217","06/21/08 00:00:00","08/15/99 00:00:00",,,,7,0,,,"GREEN - 21","F     ","77200","9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
95,"9/9999",2695947,"9/9999/83/8331",,,,"       222","03/15/08 00:00:00","10/01/98 00:00:00",,,,7,0,,,"WHITE - 31","F8    ",,"9/9999/DAISY",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
96,"9/9999",2219602,"9/9999/81/8132",,,,"       240","06/21/08 00:00:00","03/17/96 00:00:00",,,,9,0,,,"WHITE - 32","F     ","74230","234036",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
97,"9/9999",5523735,"ABCD-86-18",,,,"       258","03/15/08 00:00:00","04/14/01 00:00:00",,,,5,0,,,"YELLOW - 18","F     ","80243","269908",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
98,"9/9999",2957906,"5/6585/84/8421",,,,"       263","06/21/08 00:00:00","07/23/99 00:00:00",,,,7,0,,,"GREEN - 74","F4 J2 ","608746","ABCD82/8242",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
99,"9/9999",2957907,"5/6585/84/8422",,,,"       276","03/15/08 00:00:00","07/23/99 00:00:00",,,,6,0,,,"GREEN - 22","F8    ","608746","ABCD82/8212",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
100,"9/9999",2957900,"5/6585/84/8414",,,,"       279","03/26/08 00:00:00","07/18/99 00:00:00",,,,6,0,,,"GREEN - 14","F8    ","608746","ABCD82/822",,,,,,"SOLD",,,,,"COW",,,,,,,,,,,,,,
101,"9/9999",7304645,"ABCD-89-31",,,,"        16","02/28/09 00:00:00","03/22/04 00:00:00",,,,3,0,,,,"F     ","81221","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
102,"9/9999",2695937,"9/9999/83/8321",,,,"        30","05/17/08 00:00:00","09/21/98 00:00:00",,,,8,0,,,"WHITE - 21","F     ","76264","9/9999/DAISY",,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
103,"9/9999",7264561,"ABCD-87-21",,,,"        41","02/28/09 00:00:00","05/03/02 00:00:00",,,,5,0,,,"ORANGE - 21","F     ","80241","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
104,"9/9999",2447616,"9/9999/82/8293",,,,"        53","07/22/08 00:00:00","07/27/97 00:00:00",,,,8,0,,,"PURPLE - 93","F     ","76219",,,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
105,"9/9999",6740985,"ABCD-88-14",,,,"        57","02/28/09 00:00:00","04/01/03 00:00:00",,,,4,0,,,"BLUE - 14","F     ","80224","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
106,"9/9999",6000622,"9/9999/82/8282",,,,"        60","05/17/08 00:00:00","08/01/97 00:00:00",,,,6,0,,,"PURPLE - 82","F8    ",,,,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
107,"9/9999",7264568,"ABCD-87-88",,,,"        68","02/28/09 00:00:00","04/01/02 00:00:00",,,,5,0,,,"ORANGE - 88","F8    ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
108,"9/9999",7304657,"ABCD-89-5",,,,"        69","02/28/09 00:00:00","03/06/04 00:00:00",,,,3,0,,,,"F     ","83274","ABCD-86-16",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
109,"9/9999",2028282,"9/9999/80/8052",,,,"        90","02/28/09 00:00:00","08/22/95 00:00:00",,,,8,0,,,"ORANGE - 52","F     ",,,,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
110,"9/9999",8148007,"ABCD-90-3",,,,"        93","02/28/09 00:00:00","03/04/05 00:00:00",,,,2,0,,,,"A4 F4 ",,"ABCD-85-62",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
111,"9/9999",6740984,"ABCD-88-21",,,,"        95","02/28/09 00:00:00","04/22/03 00:00:00",,,,5,0,,,"BLUE - 21","F     ","80241","9/9999/DAISY",,,,,,"DIED","UNKNWN",,,,"COW",,,,,,,,,,,,,,
112,"9/9999",8148010,"ABCD-90-12",,,,"        97","02/28/09 00:00:00","03/09/05 00:00:00",,,,2,0,,,,"F     ","83283","9/9999/DAISY",,,,,,"CULLED","FTC",,,,"COW",,,,,,,,,,,,,,
113,"9/9999",7264585,"ABCD-87-113",,,,"       105","05/17/08 00:00:00","04/01/02 00:00:00",,,,5,0,,,"ORANGE - 113","F8    ",,,,,,,,"CULLED",,,,,"COW",,,,,,,,,,,,,,
