CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,ElectronicFreq,CowNumber,RemovalDate,BirthDate,BoughtDate,ToCullDate,ToCullReason,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,PWRel,ExpCalfPW,ExpCalfPWRel,ExpCalfBW,ExpCalfBWRel,WithholdStatus,MilkHoldDate,MeatHoldDate,DCTStatus
23,1,,23,,982000134335218,,177,,2010-03-29,,,,,FALSE,,,G177,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
24,1,,24,,982000134317805,,180,,2010-03-29,,,,,FALSE,,,G180,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
25,1,,25,,982000134318054,,197,,2010-03-01,,,,,FALSE,,,G197,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
26,1,,26,,982000134335383,,209,,2010-03-30,,,,,FALSE,,,G209,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
27,1,,27,,982000134335275,,234,,2010-03-30,,,,,FALSE,,,G234,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
28,1,,28,,982000134318391,,251,,2010-03-31,,,,,FALSE,,,G251,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
29,1,,29,,982000134317985,,261,,2010-03-31,,,,,FALSE,,,G261,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
30,1,,30,,982000134317800,,262,,2010-03-01,,,,,FALSE,,,G262,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
31,1,,31,,982123490086931,,269,,2010-03-01,,,,,FALSE,,,G269,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
32,1,,32,,982000134335416,,283,,2010-03-31,,,,,FALSE,,,G283,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
33,1,,33,,982000134335226,,285,,2010-03-31,,,,,FALSE,,,G285,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
34,1,,34,,982000134318159,,307,,2010-04-02,,,,,FALSE,,,G307,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
35,1,,35,,982000134335471,,311,,2010-04-02,,,,,FALSE,,,G311,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
36,1,,36,,982000134318490,,352,,2010-04-03,,,,,FALSE,,,G352,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
37,1,,37,,982123490349446,,353,,2010-04-03,,,,,FALSE,,,G353,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
38,1,,38,,982000134318049,,371,,2010-06-01,,,,,FALSE,,,G371,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
39,1,,39,,982000134318216,,373,,2010-06-01,,,,,FALSE,,,G373,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
40,1,,40,,982000134335333,,374,,2010-04-04,,,,,FALSE,,,G374,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
41,1,,41,,982000134318192,,375,,2010-04-04,,,,,FALSE,,,G375,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
42,1,,42,,982000134317974,,389,,2010-06-01,,,,,FALSE,,,G389,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
43,1,,43,,982000134318497,,399,,2010-04-05,,,,,FALSE,,,G399,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
44,1,,44,,982123499600242,,401,,2010-04-06,,,,,FALSE,,,G401,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
45,1,,45,,982123499664148,,403,,2010-06-01,,,,,FALSE,,,G403,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
46,1,,46,,982000154254322,,404,,2010-06-01,,,,,FALSE,,,G404,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
47,1,,47,,982000154252446,,415,,2010-06-12,,,,,FALSE,,,G415,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
50,1,,48,,982000154253072,,463,,2010-06-09,,,,,FALSE,,,G463,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
51,1,,49,,982000154254791,,467,,2010-06-10,,,,,FALSE,,,G467,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
52,1,,50,,982000154252816,,476,,2010-06-10,,,,,FALSE,,,G476,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
53,1,,51,,982123500577098,,488,,2010-06-11,,,,,FALSE,,,G488,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
54,1,,52,,982000154254280,,492,,2010-06-12,,,,,FALSE,,,G492,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
55,1,,53,,982000154252543,,496,,2010-09-01,,,,,FALSE,,,G496,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
56,1,,54,,982123490349681,,516,,2010-06-13,,,,,FALSE,,,G516,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
57,1,,55,,982000154252477,,518,,2010-06-13,,,,,FALSE,,,G518,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
58,1,,56,,982000154254377,,522,,2010-06-13,,,,,FALSE,,,G522,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
59,1,,57,,982123490091306,,532,,2010-06-01,,,,,FALSE,,,G532,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
60,1,,58,,982000154254206,,537,,2010-09-01,,,,,FALSE,,,G537,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
61,1,,59,,982123490086927,,539,,2010-06-15,,,,,FALSE,,,G539,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
62,1,,60,,982000154252645,,548,,2010-09-01,,,,,FALSE,,,G548,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
63,1,,61,,982123499628574,,562,,2010-06-17,,,,,FALSE,,,G562,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
64,1,,62,,982123499628302,,608,,2010-08-27,,,,,FALSE,,,G608,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
65,1,,63,,982123500576950,,610,,2010-08-27,,,,,FALSE,,,G610,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
66,1,,64,,982000154252544,,615,,2010-08-28,,,,,FALSE,,,G615,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
67,1,,65,,982123500577359,,617,,2010-08-29,,,,,FALSE,,,G617,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
68,1,,66,,982000154254566,,624,,2010-08-30,,,,,FALSE,,,G624,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
69,1,,67,,982123490086876,,625,,2010-09-01,,,,,FALSE,,,G625,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
70,1,,68,,982123499663630,,631,,2010-09-01,,,,,FALSE,,,G631,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
71,1,,69,,982000154252528,,672,,2010-09-04,,,,,FALSE,,,G672,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
72,1,,70,,982000162732253,,675,,2010-09-05,,,,,FALSE,,,G675,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
73,1,,71,,982000154253066,,678,,2010-09-05,,,,,FALSE,,,G678,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
74,1,,72,,982000162742294,,685,,2010-09-05,,,,,FALSE,,,G685,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
75,1,,73,,982123499663538,,691,,2010-09-06,,,,,FALSE,,,G691,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
76,1,,74,,982000162732309,,692,,2010-09-06,,,,,FALSE,,,G692,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
77,1,,75,,982123490086934,,693,,2010-09-06,,,,,FALSE,,,G693,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
78,1,,76,,982000162732724,,696,,2010-09-06,,,,,FALSE,,,G696,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
79,1,,77,,982123499628555,,706,,2010-09-07,,,,,FALSE,,,G706,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
80,1,,78,,982000189184349,,715,,2010-09-07,,,,,FALSE,,,G715,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
81,1,,79,,982000154252026,,717,,2010-09-07,,,,,FALSE,,,G717,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
82,1,,80,,982123490304791,,723,,2010-09-09,,,,,FALSE,,,G723,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
83,1,,81,,982000162742177,,725,,2010-09-09,,,,,FALSE,,,G725,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
84,1,,82,,982000154254134,,728,,2010-09-10,,,,,FALSE,,,G728,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
85,1,,83,,982123490087067,,729,,2010-09-10,,,,,FALSE,,,G729,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
86,1,,84,,982123490087081,,731,,2010-09-10,,,,,FALSE,,,G731,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
87,1,,85,,982000154254507,,734,,2010-09-10,,,,,FALSE,,,G734,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
88,1,,86,,982123462888843,,740,,2010-10-01,,,,,FALSE,,,G740,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
89,1,,87,,982000154252663,,742,,2010-09-10,,,,,FALSE,,,G742,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
90,1,,88,,982123490349463,,756,,2010-09-10,,,,,FALSE,,,G756,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
91,1,,89,,982000162732725,,758,,2010-09-10,,,,,FALSE,,,G758,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
92,1,,90,,982123490349571,,769,,2010-09-12,,,,,FALSE,,,G769,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
93,1,,91,,982000162732324,,771,,2010-09-12,,,,,FALSE,,,G771,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
94,1,,92,,982000154254284,,774,,2010-09-12,,,,,FALSE,,,G774,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
95,1,,93,,982123465085903,,786,,2010-10-01,,,,,FALSE,,,G786,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
96,1,,94,,982000162742115,,788,,2010-09-15,,,,,FALSE,,,G788,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
97,1,,95,,982000162742564,,791,,2010-09-15,,,,,FALSE,,,G791,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
98,1,,96,,982000162742190,,792,,2010-09-15,,,,,FALSE,,,G792,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
99,1,,97,,982000162732179,,795,,2010-09-16,,,,,FALSE,,,G795,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
100,1,,98,,982000162742007,,825,,2010-09-23,,,,,FALSE,,,G825,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
101,1,,99,,982000162732755,,842,,2010-09-27,,,,,FALSE,,,G842,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
102,1,,100,,982000162742022,,843,,2010-09-27,,,,,FALSE,,,G843,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
103,1,,101,,982000162742083,,864,,2010-10-02,,,,,FALSE,,,G864,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
104,1,,102,,982000162742078,,872,,2010-10-03,,,,,FALSE,,,G872,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
105,1,,103,,982123499663718,,875,,2010-10-05,,,,,FALSE,,,G875,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
106,1,,104,,982000162742800,,907,,2010-11-12,,,,,FALSE,,,G907,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
107,1,,105,,982000162732306,,912,,2010-11-23,,,,,FALSE,,,G912,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
108,1,,106,,982000162732716,,914,,2010-11-22,,,,,FALSE,,,G914,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
109,1,,107,,982000162732496,,915,,2010-11-23,,,,,FALSE,,,G915,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
110,1,,108,,982000162732161,,923,,2010-09-01,,,,,FALSE,,,G923,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
111,1,,109,,982123499628918,,944,,2010-12-03,,,,,FALSE,,,G944,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
112,1,,110,,982000162742394,,964,,2010-12-09,,,,,FALSE,,,G964,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
113,1,,111,,982000162742201,,971,,2010-12-13,,,,,FALSE,,,G971,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
114,1,,112,,982000180727517,,1001,,2011-03-05,,,,,FALSE,,,G1001,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
115,1,,113,,982000180727701,,1002,,2011-03-05,,,,,FALSE,,,G1002,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
116,1,,114,,982123490349567,,1003,,2011-03-01,,,,,FALSE,,,G1003,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
117,1,,115,,982000162732790,,1012,,2011-03-06,,,,,FALSE,,,G1012,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
118,1,,116,,982000180727883,,1015,,2011-03-07,,,,,FALSE,,,G1015,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
119,1,,117,,982000180728309,,1016,,2011-03-07,,,,,FALSE,,,G1016,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
120,1,,118,,982000180727716,,1032,,2011-03-01,,,,,FALSE,,,G1032,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
121,1,,119,,982000180728358,,1071,,2011-03-13,,,,,FALSE,,,G1071,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
122,1,,120,,982000182236626,,1082,,2011-03-14,,,,,FALSE,,,G1082,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
123,1,,121,,982000180728420,,1093,,2011-03-14,,,,,FALSE,,,G1093,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
124,1,,122,,982000180727845,,1094,,2011-03-15,,,,,FALSE,,,G1094,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
125,1,,123,,982000180727690,,1100,,2011-03-16,,,,,FALSE,,,G1100,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
126,1,,124,,982000180727963,,1107,,2011-03-01,,,,,FALSE,,,G1107,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
127,1,,125,,982000180727551,,1108,,2011-01-01,,,,,FALSE,,,G1108,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
128,1,,126,,982000180727780,,1109,,2011-03-01,,,,,FALSE,,,G1109,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
129,1,,127,,982000180727714,,1114,,2011-03-01,,,,,FALSE,,,G1114,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
130,1,,128,,982000180728283,,1119,,2011-03-01,,,,,FALSE,,,G1119,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
131,1,,129,,982000180728247,,1122,,2011-03-16,,,,,FALSE,,,G1122,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
132,1,,130,,982000162732164,,1123,,2011-03-16,,,,,FALSE,,,G1123,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
133,1,,131,,982000180727634,,1130,,2011-03-16,,,,,FALSE,,,G1130,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
134,1,,132,,982000180728131,,1136,,2011-03-01,,,,,FALSE,,,G1136,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
135,1,,133,,982000180727805,,1138,,2011-03-01,,,,,FALSE,,,G1138,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
136,1,,134,,982000180727840,,1144,,2011-03-01,,,,,FALSE,,,G1144,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
137,1,,135,,982000180727762,,1167,,2011-03-01,,,,,FALSE,,,G1167,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
138,1,,136,,982123490087042,,1169,,2011-03-01,,,,,FALSE,,,G1169,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
139,1,,137,,982000180727917,,1171,,2011-03-18,,,,,FALSE,,,G1171,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
140,1,,138,,982000180727582,,1200,,2011-03-01,,,,,FALSE,,,G1200,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
141,1,,139,,982000180727728,,1212,,2011-03-20,,,,,FALSE,,,G1212,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
142,1,,140,,982000180728227,,1224,,2011-03-01,,,,,FALSE,,,G1224,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
143,1,,141,,982000180727621,,1245,,2011-03-01,,,,,FALSE,,,G1245,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
144,1,,142,,982000180727572,,1252,,2011-03-23,,,,,FALSE,,,G1252,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
145,1,,143,,982000180727831,,1255,,2011-03-01,,,,,FALSE,,,G1255,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
146,1,,144,,982000180727631,,1289,,2011-03-01,,,,,FALSE,,,G1289,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
147,1,,145,,982000180727906,,1316,,2011-03-01,,,,,FALSE,,,G1316,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
148,1,,146,,982000180728062,,1324,,2011-03-01,,,,,FALSE,,,G1324,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
149,1,,147,,982000180727559,,1332,,2011-03-01,,,,,FALSE,,,G1332,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
150,1,,148,,982123499629128,,1334,,2011-03-01,,,,,FALSE,,,G1334,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
151,1,,149,,982000180728237,,1341,,2011-03-01,,,,,FALSE,,,G1341,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
152,1,,150,,982000162732726,,1346,,2011-03-01,,,,,FALSE,,,G1346,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
153,1,,151,,982000180728124,,1350,,2011-03-01,,,,,FALSE,,,G1350,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
154,1,,152,,982000180728020,,1363,,2011-06-02,,,,,FALSE,,,G1363,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
155,1,,153,,982000162742514,,1366,,2011-06-03,,,,,FALSE,,,G1366,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
156,1,,154,,982000162742692,,1372,,2011-06-04,,,,,FALSE,,,G1372,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
157,1,,155,,982123499628331,,1373,,2011-06-06,,,,,FALSE,,,G1373,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
158,1,,156,,982000180719833,,1376,,2011-06-06,,,,,FALSE,,,G1376,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
159,1,,157,,982123499628779,,1386,,2011-06-05,,,,,FALSE,,,G1386,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
160,1,,158,,982000180719810,,1390,,2011-06-07,,,,,FALSE,,,G1390,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
161,1,,159,,982123465086224,,1412,,2011-06-09,,,,,FALSE,,,G1412,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
162,1,,160,,982000180720069,,1414,,2011-06-09,,,,,FALSE,,,G1414,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
163,1,,161,,982000180720152,,1416,,2011-06-09,,,,,FALSE,,,G1416,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
164,1,,162,,982000162742732,,1418,,2011-06-09,,,,,FALSE,,,G1418,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
165,1,,163,,982000180719604,,1421,,2011-06-11,,,,,FALSE,,,G1421,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
166,1,,164,,982000162742653,,1424,,2011-06-11,,,,,FALSE,,,G1424,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
167,1,,165,,982000180719871,,1428,,2011-06-11,,,,,FALSE,,,G1428,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
168,1,,166,,982123499628272,,1435,,2011-06-12,,,,,FALSE,,,G1435,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
169,1,,167,,982000180727931,,1438,,2011-06-12,,,,,FALSE,,,G1438,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
170,1,,168,,982000162742603,,1439,,2011-06-12,,,,,FALSE,,,G1439,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
171,1,,169,,982000180727812,,1456,,2011-06-14,,,,,FALSE,,,G1456,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
172,1,,170,,982000162742085,,1457,,2011-06-01,,,,,FALSE,,,G1457,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
173,1,,171,,982000162742093,,1464,,2011-06-14,,,,,FALSE,,,G1464,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
174,1,,172,,982000180728029,,1467,,2011-06-01,,,,,FALSE,,,G1467,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
175,1,,173,,982000180728346,,1468,,2011-06-15,,,,,FALSE,,,G1468,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
176,1,,174,,982000162742116,,1470,,2011-06-01,,,,,FALSE,,,G1470,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
177,1,,175,,982000162732711,,1471,,2011-06-01,,,,,FALSE,,,G1471,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
178,1,,176,,982000162742742,,1477,,2011-06-20,,,,,FALSE,,,G1477,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
179,1,,177,,982000162732203,,1480,,2011-06-10,,,,,FALSE,,,G1480,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
180,1,,178,,982000180719625,,1482,,2011-06-20,,,,,FALSE,,,G1482,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
181,1,,179,,982000162732243,,1487,,2011-06-20,,,,,FALSE,,,G1487,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
182,1,,180,,982123499628278,,1509,,2011-07-11,,,,,FALSE,,,G1509,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
183,1,,181,,982000189184904,,1520,,2011-03-01,,,,,FALSE,,,G1520,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
184,1,,182,,982000189184353,,1527,,2011-09-02,,,,,FALSE,,,G1527,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
185,1,,183,,982000180720050,,1537,,2011-09-03,,,,,FALSE,,,G1537,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
186,1,,184,,982000189184505,,1540,,2011-09-03,,,,,FALSE,,,G1540,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
187,1,,185,,982000180720040,,1551,,2011-09-03,,,,,FALSE,,,G1551,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
188,1,,186,,982000180719761,,1558,,2011-09-04,,,,,FALSE,,,G1558,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
189,1,,187,,982000189184571,,1560,,2011-09-04,,,,,FALSE,,,G1560,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
190,1,,188,,982000189184892,,1561,,2011-09-04,,,,,FALSE,,,G1561,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
191,1,,189,,982000189184527,,1568,,2011-09-04,,,,,FALSE,,,G1568,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
192,1,,190,,982000189184829,,1569,,2011-09-04,,,,,FALSE,,,G1569,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
193,1,,191,,982000189185061,,1571,,2011-09-05,,,,,FALSE,,,G1571,,,,,,,,,,,,,,COW,,,,,,,,,,,,,,
